donor	receiver	compound	rate	mass_rate	community	medium
Blautia_hydrogenotrophica_DSM_10507	Clostridium_hiranonis_TO_931_DSM_13275	M_gly__91__e__93__	0.0013654713785697602	0.00010250102069226905	all	LB_extend
environment	Collinsella_aerofaciens_ATCC_25986	M_pnto_R__91__e__93__	0.0004640323836145501	0.00010126411655962226	all	LB_extend
environment	Eubacterium_rectale_ATCC_33656	M_cgly__91__e__93__	0.0005645853821617991	0.00010061425282821027	all	LB_extend
environment	Bacteroides_thetaiotaomicron_VPI_5482	M_adn__91__e__93__	0.00037643643183188217	0.00010059917319189765	all	LB_extend
Bacteroides_ovatus_ATCC_8483	Collinsella_aerofaciens_ATCC_25986	M_for__91__e__93__	0.0021632668444722405	9.738464884434464e-05	all	LB_extend
Bacteroides_uniformis_ATCC_8492	Bacteroides_thetaiotaomicron_VPI_5482	M_pac__91__e__93__	0.0007176154500421358	9.697833663405922e-05	all	LB_extend
environment	Eggerthella_lenta_DSM_2243	M_ribflv__91__e__93__	0.00024345399867056714	9.162710164705053e-05	all	LB_extend
environment	Eggerthella_lenta_DSM_2243	M_q8__91__e__93__	0.00012172699933528354	8.850849244218036e-05	all	LB_extend
environment	Clostridium_hiranonis_TO_931_DSM_13275	M_pi__91__e__93__	0.0009198393041396562	8.82855325238113e-05	all	LB_extend
environment	Blautia_hydrogenotrophica_DSM_10507	M_h__91__e__93__	0.08533709044554127	8.601125346006105e-05	all	LB_extend
environment	Clostridium_hiranonis_TO_931_DSM_13275	M_ile_L__91__e__93__	0.0006475561228850047	8.494149077352098e-05	all	LB_extend
environment	Eubacterium_rectale_ATCC_33656	M_ade__91__e__93__	0.0006224966308107754	8.411579098325223e-05	all	LB_extend
Bacteroides_ovatus_ATCC_8483	Eggerthella_lenta_DSM_2243	M_h2__91__e__93__	0.03974335703902436	8.01146591192653e-05	all	LB_extend
Bacteroides_uniformis_ATCC_8492	Clostridium_hiranonis_TO_931_DSM_13275	M_uri__91__e__93__	0.0003256138160148996	7.95151869232729e-05	all	LB_extend
environment	Clostridium_hiranonis_TO_931_DSM_13275	M_cytd__91__e__93__	0.0003245847850498474	7.89442455391622e-05	all	LB_extend
environment	Eubacterium_rectale_ATCC_33656	M_pro_L__91__e__93__	0.0006624624126291598	7.626936381223645e-05	all	LB_extend
environment	Eggerthella_lenta_DSM_2243	M_pheme__91__e__93__	0.00012172699933528354	7.479761362695155e-05	all	LB_extend
Blautia_hydrogenotrophica_DSM_10507	environment	M_h2__91__e__93__	0.03708567399568936	7.47573016405106e-05	all	LB_extend
Bacteroides_ovatus_ATCC_8483	Clostridium_hiranonis_TO_931_DSM_13275	M_co2__91__e__93__	0.0016866747945857045	7.422971437231957e-05	all	LB_extend
environment	Prevotella_copri_CB7_DSM_18205	M_lys_L__91__e__93__	0.0004914435235600502	7.233798030606923e-05	all	LB_extend
Collinsella_aerofaciens_ATCC_25986	Faecalibacterium_prausnitzii_A2_165	M_h2o__91__e__93__	0.004007450695251755	7.219502576509941e-05	all	LB_extend
Eubacterium_rectale_ATCC_33656	Clostridium_hiranonis_TO_931_DSM_13275	M_thr_L__91__e__93__	0.0005652794822494653	6.733541359017761e-05	all	LB_extend
Prevotella_copri_CB7_DSM_18205	Bacteroides_thetaiotaomicron_VPI_5482	M_gsn__91__e__93__	0.00022865272745820373	6.476364425580711e-05	all	LB_extend
environment	Bacteroides_ovatus_ATCC_8483	M_phe_L__91__e__93__	0.00039132120819147163	6.464184166357855e-05	all	LB_extend
Blautia_hydrogenotrophica_DSM_10507	Eubacterium_rectale_ATCC_33656	M_gly__91__e__93__	0.0008102061644197793	6.081926002080092e-05	all	LB_extend
environment	Bacteroides_thetaiotaomicron_VPI_5482	M_pi__91__e__93__	0.0006117423181073914	5.871459947232476e-05	all	LB_extend
Prevotella_copri_CB7_DSM_18205	Eggerthella_lenta_DSM_2243	M_nh4__91__e__93__	0.0032341830209219836	5.833916358629701e-05	all	LB_extend
Eubacterium_rectale_ATCC_33656	Prevotella_copri_CB7_DSM_18205	M_met_L__91__e__93__	0.00038565269882626443	5.754358627929585e-05	all	LB_extend
Bacteroides_uniformis_ATCC_8492	Blautia_hydrogenotrophica_DSM_10507	M_h2o__91__e__93__	0.0031910026203442726	5.748655040602615e-05	all	LB_extend
environment	Collinsella_aerofaciens_ATCC_25986	M_h__91__e__93__	0.057007453395718964	5.745781227754515e-05	all	LB_extend
environment	Clostridium_hiranonis_TO_931_DSM_13275	M_pro_L__91__e__93__	0.0004937285986661355	5.684302293729204e-05	all	LB_extend
environment	Collinsella_aerofaciens_ATCC_25986	M_nac__91__e__93__	0.0004640323836145499	5.665895728143524e-05	all	LB_extend
Collinsella_aerofaciens_ATCC_25986	Bacteroides_ovatus_ATCC_8483	M_h2o__91__e__93__	0.0030426648792737957	5.481421633309329e-05	all	LB_extend
Collinsella_aerofaciens_ATCC_25986	Blautia_hydrogenotrophica_DSM_10507	M_ala_L__91__e__93__	0.0006117008080849304	5.44981989246299e-05	all	LB_extend
Eubacterium_rectale_ATCC_33656	Clostridium_hiranonis_TO_931_DSM_13275	M_met_L__91__e__93__	0.0003601594626710485	5.373971756866354e-05	all	LB_extend
Faecalibacterium_prausnitzii_A2_165	Eggerthella_lenta_DSM_2243	M_nh4__91__e__93__	0.0029712973215230477	5.3597152474829185e-05	all	LB_extend
environment	Eggerthella_lenta_DSM_2243	M_pnto_R__91__e__93__	0.0002434539986705675	5.3128089695482734e-05	all	LB_extend
Bacteroides_ovatus_ATCC_8483	Eubacterium_rectale_ATCC_33656	M_nh4__91__e__93__	0.002911326945976633	5.25153888496103e-05	all	LB_extend
environment	Eubacterium_rectale_ATCC_33656	M_his_L__91__e__93__	0.00033712643476454314	5.230658228474489e-05	all	LB_extend
Eubacterium_rectale_ATCC_33656	Bacteroides_thetaiotaomicron_VPI_5482	M_met_L__91__e__93__	0.0003495497967507754	5.215663976800026e-05	all	LB_extend
environment	Prevotella_copri_CB7_DSM_18205	M_adn__91__e__93__	0.00019166318426681422	5.122022269401084e-05	all	LB_extend
environment	Prevotella_copri_CB7_DSM_18205	M_cytd__91__e__93__	0.00020866938063630427	5.0751752947777446e-05	all	LB_extend
Faecalibacterium_prausnitzii_A2_165	Clostridium_hiranonis_TO_931_DSM_13275	M_ser_L__91__e__93__	0.00048059642176246856	5.050698333478787e-05	all	LB_extend
Bacteroides_uniformis_ATCC_8492	Prevotella_copri_CB7_DSM_18205	M_uri__91__e__93__	0.00020667001364043852	5.046900333400736e-05	all	LB_extend
environment	Blautia_hydrogenotrophica_DSM_10507	M_pydx__91__e__93__	0.0002993282224123788	5.00361845836091e-05	all	LB_extend
environment	Prevotella_copri_CB7_DSM_18205	M_pi__91__e__93__	0.0005192555972993659	4.983778874987503e-05	all	LB_extend
Faecalibacterium_prausnitzii_A2_165	Bacteroides_thetaiotaomicron_VPI_5482	M_ac__91__e__93__	0.000816847144085493	4.8229841090669445e-05	all	LB_extend
environment	Eubacterium_rectale_ATCC_33656	M_fol__91__e__93__	9.798955755235186e-05	4.315350366301117e-05	all	LB_extend
Faecalibacterium_prausnitzii_A2_165	Prevotella_copri_CB7_DSM_18205	M_hxan__91__e__93__	0.00031491672379195453	4.286372466706386e-05	all	LB_extend
environment	Collinsella_aerofaciens_ATCC_25986	M_pydx__91__e__93__	0.0002320161918072749	3.878419784841096e-05	all	LB_extend
environment	Bacteroides_thetaiotaomicron_VPI_5482	M_cgly__91__e__93__	0.00021479913663148185	3.827916081987341e-05	all	LB_extend
environment	Eubacterium_rectale_ATCC_33656	M_ura__91__e__93__	0.000334143852331729	3.7453048318765576e-05	all	LB_extend
Eubacterium_rectale_ATCC_33656	Prevotella_copri_CB7_DSM_18205	M_co2__91__e__93__	0.0008387145252231303	3.691140689780736e-05	all	LB_extend
Eggerthella_lenta_DSM_2243	Faecalibacterium_prausnitzii_A2_165	M_h__91__e__93__	0.03486540536347716	3.514084206584863e-05	all	LB_extend
environment	Clostridium_hiranonis_TO_931_DSM_13275	M_his_L__91__e__93__	0.00021227602466812167	3.293551678656269e-05	all	LB_extend
Eggerthella_lenta_DSM_2243	Bacteroides_thetaiotaomicron_VPI_5482	M_for__91__e__93__	0.0007176749651335267	3.230786097540202e-05	all	LB_extend
environment	Eggerthella_lenta_DSM_2243	M_thm__91__e__93__	0.00012172699933528144	3.2300734008914344e-05	all	LB_extend
Clostridium_hiranonis_TO_931_DSM_13275	Bacteroides_thetaiotaomicron_VPI_5482	M_adn__91__e__93__	0.00011890373211607123	3.177592849368457e-05	all	LB_extend
environment	Eggerthella_lenta_DSM_2243	M_nac__91__e__93__	0.0002434539986705397	2.972604972787117e-05	all	LB_extend
Eubacterium_rectale_ATCC_33656	Clostridium_hiranonis_TO_931_DSM_13275	M_cys_L__91__e__93__	0.00023972250357962854	2.904427511645028e-05	all	LB_extend
Bacteroides_uniformis_ATCC_8492	Eggerthella_lenta_DSM_2243	M_co2__91__e__93__	0.0006583308201546223	2.8972810229594856e-05	all	LB_extend
environment	Blautia_hydrogenotrophica_DSM_10507	M_so4__91__e__93__	0.0002993282224123788	2.875424729831138e-05	all	LB_extend
Bacteroides_uniformis_ATCC_8492	Clostridium_hiranonis_TO_931_DSM_13275	M_trp_L__91__e__93__	0.00012641038071126598	2.5816122077644077e-05	all	LB_extend
environment	Prevotella_copri_CB7_DSM_18205	M_dcyt__91__e__93__	0.00011095153660798046	2.5210042007994516e-05	all	LB_extend
Bacteroides_uniformis_ATCC_8492	Bacteroides_thetaiotaomicron_VPI_5482	M_trp_L__91__e__93__	0.00012313665270745558	2.5147545958184303e-05	all	LB_extend
environment	Eubacterium_rectale_ATCC_33656	M_ribflv__91__e__93__	6.53263717015679e-05	2.458643576535437e-05	all	LB_extend
environment	Eggerthella_lenta_DSM_2243	M_cit__91__e__93__	0.00012172699933528356	2.3018514710802455e-05	all	LB_extend
Bacteroides_thetaiotaomicron_VPI_5482	Bacteroides_ovatus_ATCC_8483	M_succ__91__e__93__	0.00019709339180461674	2.2877024173545477e-05	all	LB_extend
environment	Collinsella_aerofaciens_ATCC_25986	M_so4__91__e__93__	0.0002320161918072749	2.228807862710553e-05	all	LB_extend
Eggerthella_lenta_DSM_2243	Bacteroides_thetaiotaomicron_VPI_5482	M_adn__91__e__93__	7.673106132613431e-05	2.0505670213645196e-05	all	LB_extend
Clostridium_hiranonis_TO_931_DSM_13275	Bacteroides_uniformis_ATCC_8492	M_nh4__91__e__93__	0.0011180159008466457	2.0167106224242047e-05	all	LB_extend
environment	Blautia_hydrogenotrophica_DSM_10507	M_zn2__91__e__93__	0.0002993282224123788	1.957307246354545e-05	all	LB_extend
environment	Blautia_hydrogenotrophica_DSM_10507	M_cu2__91__e__93__	0.0002993282224123788	1.9021111221417025e-05	all	LB_extend
Eggerthella_lenta_DSM_2243	Bacteroides_ovatus_ATCC_8483	M_pi__91__e__93__	0.00019770542468773252	1.8975628267731287e-05	all	LB_extend
environment	Eggerthella_lenta_DSM_2243	M_spmd__91__e__93__	0.00012172699933528356	1.804831611904329e-05	all	LB_extend
environment	Blautia_hydrogenotrophica_DSM_10507	M_cobalt2__91__e__93__	0.0002993282224123788	1.7640369997073202e-05	all	LB_extend
environment	Blautia_hydrogenotrophica_DSM_10507	M_fe2__91__e__93__	0.00029932822241237873	1.6715984580619293e-05	all	LB_extend
environment	Blautia_hydrogenotrophica_DSM_10507	M_fe3__91__e__93__	0.0002993282224123788	1.6715984580619293e-05	all	LB_extend
environment	Blautia_hydrogenotrophica_DSM_10507	M_mn2__91__e__93__	0.0002993282224123788	1.6444493882891266e-05	all	LB_extend
environment	Bacteroides_ovatus_ATCC_8483	M_dad_2__91__e__93__	6.542381532510192e-05	1.643717095562006e-05	all	LB_extend
Clostridium_hiranonis_TO_931_DSM_13275	Prevotella_copri_CB7_DSM_18205	M_adn__91__e__93__	6.054001683012534e-05	1.6178762529696158e-05	all	LB_extend
Faecalibacterium_prausnitzii_A2_165	Clostridium_hiranonis_TO_931_DSM_13275	M_co2__91__e__93__	0.00035557854297017355	1.5648833886845856e-05	all	LB_extend
Bacteroides_ovatus_ATCC_8483	Blautia_hydrogenotrophica_DSM_10507	M_nh4__91__e__93__	0.0008526643573360612	1.5380615476935075e-05	all	LB_extend
environment	Collinsella_aerofaciens_ATCC_25986	M_zn2__91__e__93__	0.00023201619180727488	1.5171538782277705e-05	all	LB_extend
Eubacterium_rectale_ATCC_33656	Faecalibacterium_prausnitzii_A2_165	M_asn_L__91__e__93__	0.0001127978825534846	1.4902585528048255e-05	all	LB_extend
Eggerthella_lenta_DSM_2243	Eubacterium_rectale_ATCC_33656	M_h__91__e__93__	0.014667160883829947	1.4783031454812202e-05	all	LB_extend
environment	Collinsella_aerofaciens_ATCC_25986	M_cu2__91__e__93__	0.0002320161918072749	1.4743700924585093e-05	all	LB_extend
Collinsella_aerofaciens_ATCC_25986	environment	M_h2__91__e__93__	0.007237037209100052	1.4588419606103884e-05	all	LB_extend
environment	Eubacterium_rectale_ATCC_33656	M_pnto_R__91__e__93__	6.53263717015683e-05	1.4255938921495128e-05	all	LB_extend
environment	Collinsella_aerofaciens_ATCC_25986	M_cobalt2__91__e__93__	0.0002320161918072749	1.3673456635016493e-05	all	LB_extend
environment	Clostridium_hiranonis_TO_931_DSM_13275	M_ribflv__91__e__93__	3.579560988184856e-05	1.347214670152316e-05	all	LB_extend
environment	Faecalibacterium_prausnitzii_A2_165	M_glyc3p__91__e__93__	7.639136190617027e-05	1.2990931666494742e-05	all	LB_extend
environment	Collinsella_aerofaciens_ATCC_25986	M_fe2__91__e__93__	0.00023201619180727488	1.2956944231477267e-05	all	LB_extend
environment	Collinsella_aerofaciens_ATCC_25986	M_fe3__91__e__93__	0.00023201619180727488	1.2956944231477264e-05	all	LB_extend
environment	Collinsella_aerofaciens_ATCC_25986	M_mn2__91__e__93__	0.00023201619180727488	1.2746505545508066e-05	all	LB_extend
Eubacterium_rectale_ATCC_33656	Prevotella_copri_CB7_DSM_18205	M_succ__91__e__93__	0.00010491194624239524	1.2177339424247302e-05	all	LB_extend
Collinsella_aerofaciens_ATCC_25986	Bacteroides_ovatus_ATCC_8483	M_leu_L__91__e__93__	9.261445242422378e-05	1.2148459999171252e-05	all	LB_extend
environment	Blautia_hydrogenotrophica_DSM_10507	M_ca2__91__e__93__	0.0002993282224123788	1.1996476497843317e-05	all	LB_extend
environment	Blautia_hydrogenotrophica_DSM_10507	M_k__91__e__93__	0.0002993282224123788	1.170322463834591e-05	all	LB_extend
environment	Eggerthella_lenta_DSM_2243	M_so4__91__e__93__	0.00012172699933528356	1.1693412046345613e-05	all	LB_extend
Bacteroides_ovatus_ATCC_8483	Bacteroides_thetaiotaomicron_VPI_5482	M_mqn8__91__e__93__	1.615578344598264e-05	1.158552718103398e-05	all	LB_extend
Bacteroides_thetaiotaomicron_VPI_5482	Prevotella_copri_CB7_DSM_18205	M_co2__91__e__93__	0.00025364892406598864	1.1162962323682129e-05	all	LB_extend
Bacteroides_ovatus_ATCC_8483	Bacteroides_thetaiotaomicron_VPI_5482	M_thymd__91__e__93__	4.592184738786585e-05	1.112355724906797e-05	all	LB_extend
environment	Eggerthella_lenta_DSM_2243	M_ptrc__91__e__93__	0.00012172699933528356	1.0975734003664644e-05	all	LB_extend
Prevotella_copri_CB7_DSM_18205	Bacteroides_thetaiotaomicron_VPI_5482	M_thymd__91__e__93__	4.519993518725427e-05	1.0948689900538229e-05	all	LB_extend
Eggerthella_lenta_DSM_2243	Bacteroides_ovatus_ATCC_8483	M_h__91__e__93__	0.010818031785062033	1.0903494236164023e-05	all	LB_extend
environment	Blautia_hydrogenotrophica_DSM_10507	M_cl__91__e__93__	0.0002993282224123788	1.0612083469186066e-05	all	LB_extend
environment	Bacteroides_ovatus_ATCC_8483	M_val_L__91__e__93__	9.019886752230481e-05	1.0566427514881167e-05	all	LB_extend
Eggerthella_lenta_DSM_2243	Prevotella_copri_CB7_DSM_18205	M_adn__91__e__93__	3.9067737079462824e-05	1.044049331130531e-05	all	LB_extend
environment	Bacteroides_ovatus_ATCC_8483	M_lys_L__91__e__93__	7.0422538198377e-05	1.0365838467856282e-05	all	LB_extend
Prevotella_copri_CB7_DSM_18205	Blautia_hydrogenotrophica_DSM_10507	M_h__91__e__93__	0.009957255636090402	1.0035917955615518e-05	all	LB_extend
environment	Collinsella_aerofaciens_ATCC_25986	M_ca2__91__e__93__	0.00023201619180727488	9.298744935251964e-06	all	LB_extend
environment	Collinsella_aerofaciens_ATCC_25986	M_k__91__e__93__	0.00023201619180727488	9.071438672138375e-06	all	LB_extend
environment	Prevotella_copri_CB7_DSM_18205	M_dad_2__91__e__93__	3.461542240299751e-05	8.696827186120459e-06	all	LB_extend
Bacteroides_thetaiotaomicron_VPI_5482	Bacteroides_uniformis_ATCC_8492	M_nh4__91__e__93__	0.000480315284999128	8.66407120539977e-06	all	LB_extend
environment	Bacteroides_uniformis_ATCC_8492	M_phe_L__91__e__93__	5.211314651282765e-05	8.608502925363533e-06	all	LB_extend
Prevotella_copri_CB7_DSM_18205	Collinsella_aerofaciens_ATCC_25986	M_nh4__91__e__93__	0.0004610659724339775	8.316846330555816e-06	all	LB_extend
Eubacterium_rectale_ATCC_33656	Bacteroides_ovatus_ATCC_8483	M_met_L__91__e__93__	5.526299689059033e-05	8.245841502742183e-06	all	LB_extend
environment	Collinsella_aerofaciens_ATCC_25986	M_cl__91__e__93__	0.00023201619180727488	8.225670048143318e-06	all	LB_extend
environment	Eubacterium_rectale_ATCC_33656	M_nac__91__e__93__	6.532637170157056e-05	7.976434909044976e-06	all	LB_extend
environment	Eggerthella_lenta_DSM_2243	M_zn2__91__e__93__	0.00012172699933528356	7.959728486534193e-06	all	LB_extend
Bacteroides_thetaiotaomicron_VPI_5482	Bacteroides_ovatus_ATCC_8483	M_acgam__91__e__93__	3.513885137890056e-05	7.772966924742732e-06	all	LB_extend
environment	Eggerthella_lenta_DSM_2243	M_cu2__91__e__93__	0.00012172699933528356	7.73526389975993e-06	all	LB_extend
Faecalibacterium_prausnitzii_A2_165	Collinsella_aerofaciens_ATCC_25986	M_nh4__91__e__93__	0.00042358891877057554	7.640823993459273e-06	all	LB_extend
Bacteroides_ovatus_ATCC_8483	Eggerthella_lenta_DSM_2243	M_nh4__91__e__93__	0.0004226512712132792	7.6239104255264945e-06	all	LB_extend
Collinsella_aerofaciens_ATCC_25986	Bacteroides_ovatus_ATCC_8483	M_xan__91__e__93__	4.99251141751155e-05	7.5941440647567405e-06	all	LB_extend
environment	Bacteroides_ovatus_ATCC_8483	M_ura__91__e__93__	6.542381532510192e-05	7.3331330188185695e-06	all	LB_extend
environment	Blautia_hydrogenotrophica_DSM_10507	M_mg2__91__e__93__	0.0002993282224123788	7.275172445732866e-06	all	LB_extend
environment	Bacteroides_ovatus_ATCC_8483	M_cytd__91__e__93__	2.990176230676522e-05	7.272590011378441e-06	all	LB_extend
Bacteroides_uniformis_ATCC_8492	Bacteroides_ovatus_ATCC_8483	M_uri__91__e__93__	2.961525838131118e-05	7.232072750448733e-06	all	LB_extend
environment	Eggerthella_lenta_DSM_2243	M_cobalt2__91__e__93__	0.00012172699933528356	7.173761597226133e-06	all	LB_extend
environment	Bacteroides_uniformis_ATCC_8492	M_o2__91__e__93__	0.00021708927567786173	6.946596314560762e-06	all	LB_extend
environment	Eggerthella_lenta_DSM_2243	M_fe2__91__e__93__	0.00012172699933528356	6.79784427787891e-06	all	LB_extend
environment	Eggerthella_lenta_DSM_2243	M_fe3__91__e__93__	0.00012172699933528356	6.79784427787891e-06	all	LB_extend
Prevotella_copri_CB7_DSM_18205	Collinsella_aerofaciens_ATCC_25986	M_h__91__e__93__	0.006651712446019325	6.704260974342878e-06	all	LB_extend
environment	Eggerthella_lenta_DSM_2243	M_mn2__91__e__93__	0.00012172699933528356	6.687437889481808e-06	all	LB_extend
environment	Bacteroides_ovatus_ATCC_8483	M_pi__91__e__93__	6.840643080264446e-05	6.565601343936254e-06	all	LB_extend
environment	Faecalibacterium_prausnitzii_A2_165	M_alathr__91__e__93__	3.2296262164489584e-05	6.142636026768344e-06	all	LB_extend
environment	Bacteroides_thetaiotaomicron_VPI_5482	M_q8__91__e__93__	8.07789172299132e-06	5.873487578083189e-06	all	LB_extend
environment	Collinsella_aerofaciens_ATCC_25986	M_mg2__91__e__93__	0.00023201619180727488	5.639153541875815e-06	all	LB_extend
Eubacterium_rectale_ATCC_33656	Blautia_hydrogenotrophica_DSM_10507	M_succ__91__e__93__	4.826820812090233e-05	5.6025874530093754e-06	all	LB_extend
environment	Eubacterium_rectale_ATCC_33656	M_fe2__91__e__93__	9.798955755235186e-05	5.472226841511089e-06	all	LB_extend
environment	Eubacterium_rectale_ATCC_33656	M_pydx__91__e__93__	3.266318585078395e-05	5.460030407914406e-06	all	LB_extend
environment	Bacteroides_ovatus_ATCC_8483	M_pro_L__91__e__93__	4.548381773070412e-05	5.236556483717737e-06	all	LB_extend
environment	Bacteroides_thetaiotaomicron_VPI_5482	M_pheme__91__e__93__	8.07789172299132e-06	4.963623742604821e-06	all	LB_extend
Eubacterium_rectale_ATCC_33656	Eggerthella_lenta_DSM_2243	M_succ__91__e__93__	4.269119037786925e-05	4.95525184954004e-06	all	LB_extend
environment	Eggerthella_lenta_DSM_2243	M_ca2__91__e__93__	0.00012172699933528356	4.878574679359495e-06	all	LB_extend
environment	Eubacterium_rectale_ATCC_33656	M_spmd__91__e__93__	3.266318585078395e-05	4.842931370272715e-06	all	LB_extend
environment	Eggerthella_lenta_DSM_2243	M_k__91__e__93__	0.00012172699933528356	4.759318738110718e-06	all	LB_extend
environment	Clostridium_hiranonis_TO_931_DSM_13275	M_nac__91__e__93__	3.579560988185501e-05	4.370690500867343e-06	all	LB_extend
environment	Eggerthella_lenta_DSM_2243	M_cl__91__e__93__	0.00012172699933528356	4.315587307433808e-06	all	LB_extend
Bacteroides_ovatus_ATCC_8483	Eggerthella_lenta_DSM_2243	M_mqn8__91__e__93__	5.928200929686316e-06	4.251191731750422e-06	all	LB_extend
Faecalibacterium_prausnitzii_A2_165	Bacteroides_thetaiotaomicron_VPI_5482	M_thymd__91__e__93__	1.599473996250187e-05	3.874373871636904e-06	all	LB_extend
environment	Bacteroides_ovatus_ATCC_8483	M_2obut__91__e__93__	3.7570904450448334e-05	3.7976858073035427e-06	all	LB_extend
Bacteroides_uniformis_ATCC_8492	Bacteroides_thetaiotaomicron_VPI_5482	M_h2o__91__e__93__	0.00019690751997547532	3.5473283538621836e-06	all	LB_extend
Collinsella_aerofaciens_ATCC_25986	Faecalibacterium_prausnitzii_A2_165	M_leu_L__91__e__93__	2.648223301418307e-05	3.473738061829627e-06	all	LB_extend
Bacteroides_ovatus_ATCC_8483	Bacteroides_thetaiotaomicron_VPI_5482	M_adn__91__e__93__	1.2448306784832566e-05	3.3266954638240826e-06	all	LB_extend
Bacteroides_thetaiotaomicron_VPI_5482	Bacteroides_uniformis_ATCC_8492	M_acgam__91__e__93__	1.5019380911542739e-05	3.322395197175817e-06	all	LB_extend
environment	Eubacterium_rectale_ATCC_33656	M_so4__91__e__93__	3.266318585078395e-05	3.1377105571095185e-06	all	LB_extend
Bacteroides_uniformis_ATCC_8492	environment	M_h2o__91__e__93__	0.00017122901375009425	3.0847249285106983e-06	all	LB_extend
environment	Clostridium_hiranonis_TO_931_DSM_13275	M_pydx__91__e__93__	1.789780494092428e-05	2.991825710412808e-06	all	LB_extend
environment	Eggerthella_lenta_DSM_2243	M_mg2__91__e__93__	0.00012172699933528356	2.958574718844067e-06	all	LB_extend
environment	Eubacterium_rectale_ATCC_33656	M_ptrc__91__e__93__	3.266318585078395e-05	2.945134945970466e-06	all	LB_extend
environment	Faecalibacterium_prausnitzii_A2_165	M_lys_L__91__e__93__	1.9907541440917438e-05	2.930288571641698e-06	all	LB_extend
environment	Faecalibacterium_prausnitzii_A2_165	M_ile_L__91__e__93__	2.174489005096462e-05	2.8523294157211514e-06	all	LB_extend
environment	Faecalibacterium_prausnitzii_A2_165	M_ura__91__e__93__	2.507714926828739e-05	2.8108123991748217e-06	all	LB_extend
Bacteroides_ovatus_ATCC_8483	Clostridium_hiranonis_TO_931_DSM_13275	M_thymd__91__e__93__	1.154175781356982e-05	2.795736911665391e-06	all	LB_extend
Prevotella_copri_CB7_DSM_18205	Clostridium_hiranonis_TO_931_DSM_13275	M_thymd__91__e__93__	1.136031616311214e-05	2.7517866635583278e-06	all	LB_extend
Bacteroides_thetaiotaomicron_VPI_5482	Faecalibacterium_prausnitzii_A2_165	M_acgam__91__e__93__	1.2218261246859773e-05	2.7027673592863594e-06	all	LB_extend
Bacteroides_thetaiotaomicron_VPI_5482	Faecalibacterium_prausnitzii_A2_165	M_succ__91__e__93__	2.0795321490081193e-05	2.413754555996704e-06	all	LB_extend
Bacteroides_uniformis_ATCC_8492	Bacteroides_ovatus_ATCC_8483	M_trp_L__91__e__93__	1.1645318361288803e-05	2.378261648738697e-06	all	LB_extend
Faecalibacterium_prausnitzii_A2_165	Eggerthella_lenta_DSM_2243	M_fum__91__e__93__	2.0805607104801556e-05	2.373008485066667e-06	all	LB_extend
environment	Faecalibacterium_prausnitzii_A2_165	M_val_L__91__e__93__	1.8924771863451074e-05	2.2169594322386536e-06	all	LB_extend
Prevotella_copri_CB7_DSM_18205	Blautia_hydrogenotrophica_DSM_10507	M_for__91__e__93__	4.771508551964738e-05	2.148009090872174e-06	all	LB_extend
environment	Eubacterium_rectale_ATCC_33656	M_zn2__91__e__93__	3.266318585078395e-05	2.1358457227827626e-06	all	LB_extend
environment	Faecalibacterium_prausnitzii_A2_165	M_arg_L__91__e__93__	1.1894094886232413e-05	2.0839441450554743e-06	all	LB_extend
environment	Eubacterium_rectale_ATCC_33656	M_cu2__91__e__93__	3.266318585078395e-05	2.075614808073917e-06	all	LB_extend
Eubacterium_rectale_ATCC_33656	Blautia_hydrogenotrophica_DSM_10507	M_for__91__e__93__	4.515050940843149e-05	2.032558542243124e-06	all	LB_extend
environment	Bacteroides_thetaiotaomicron_VPI_5482	M_nac__91__e__93__	1.615578344598135e-05	1.9726421612728025e-06	all	LB_extend
Bacteroides_ovatus_ATCC_8483	Prevotella_copri_CB7_DSM_18205	M_co2__91__e__93__	4.3879636638891424e-05	1.9311208686592927e-06	all	LB_extend
environment	Eubacterium_rectale_ATCC_33656	M_cobalt2__91__e__93__	3.266318585078395e-05	1.924946064381421e-06	all	LB_extend
environment	Prevotella_copri_CB7_DSM_18205	M_pydx__91__e__93__	1.1506158155868252e-05	1.9233878071879863e-06	all	LB_extend
environment	Eubacterium_rectale_ATCC_33656	M_fe3__91__e__93__	3.266318585078395e-05	1.8240756138370297e-06	all	LB_extend
environment	Eubacterium_rectale_ATCC_33656	M_mn2__91__e__93__	3.266318585078395e-05	1.7944501042703687e-06	all	LB_extend
environment	Faecalibacterium_prausnitzii_A2_165	M_metala__91__e__93__	8.06790478127116e-06	1.7772674491995301e-06	all	LB_extend
environment	Clostridium_hiranonis_TO_931_DSM_13275	M_so4__91__e__93__	1.789780494092428e-05	1.719309676918033e-06	all	LB_extend
Bacteroides_ovatus_ATCC_8483	Prevotella_copri_CB7_DSM_18205	M_adn__91__e__93__	6.338074414053369e-06	1.6937920768711535e-06	all	LB_extend
Clostridium_hiranonis_TO_931_DSM_13275	Faecalibacterium_prausnitzii_A2_165	M_h__91__e__93__	0.00164201645623836	1.6549883862426432e-06	all	LB_extend
Eggerthella_lenta_DSM_2243	Clostridium_hiranonis_TO_931_DSM_13275	M_for__91__e__93__	3.578533387609034e-05	1.6109626892335094e-06	all	LB_extend
